	
date,max_temp,min_temp,precip,snow,usgs_well,comments
1984-04-19,14.50,3.00,0.01,0.00,,
1984-04-20,17.00,2.00,0.00,0.00,,
1984-04-21,18.00,5.00,0.00,0.00,,
1984-04-22,12.50,2.00,0.00,0.00,,
1984-04-23,13.00,1.50,0.00,0.00,,
1984-04-24,14.00,1.00,0.00,0.00,,
1984-04-25,21.00,-4.00,0.00,0.00,,
1984-04-26,26.00,-2.00,0.00,0.00,,
1984-04-27,27.00,9.00,0.00,0.00,,
1984-04-28,20.50,11.50,0.00,0.00,,
1984-04-29,25.00,11.50,0.00,0.00,,
1984-04-30,28.00,12.00,0.06,0.00,,
1984-05-01,20.00,9.00,0.01,0.00,,
1984-05-02,20.00,3.50,0.00,0.00,,
1984-05-03,19.00,9.00,0.00,0.00,,
1984-05-04,21.50,10.00,1.15,0.00,,12:15 - 12:45 Heavy rain
1984-05-05,23.00,5.00,0.50,0.00,,
1984-05-06,15.00,11.00,0.20,0.00,,
1984-05-07,17.50,10.50,0.34,0.00,,
1984-05-08,25.00,12.00,0.01,0.00,,
1984-05-09,25.00,-1.00,0.03,0.00,,
1984-05-10,22.50,7.00,0.00,0.00,,
1984-05-11,24.50,6.00,0.00,0.00,,
1984-05-12,26.50,15.50,0.00,0.00,,
1984-05-13,25.00,6.00,0.00,0.00,,
1984-05-14,15.00,12.50,0.01,0.00,,
1984-05-15,15.00,12.50,0.01,0.00,,
1984-05-16,16.00,3.00,0.00,0.00,,
1984-05-17,20.50,-0.50,0.00,0.00,,
1984-05-18,26.00,7.50,0.00,0.00,,
1984-05-19,31.00,8.00,0.00,0.00,,
1984-05-20,30.50,15.00,0.00,0.00,,
1984-05-21,30.00,16.00,0.05,0.00,,
1984-05-22,32.00,19.00,0.00,0.00,,
1984-05-23,27.00,19.00,0.28,0.00,,Heavy rain around 2 p.m.
1984-05-24,26.50,9.50,0.50,0.00,,
1984-05-25,28.50,11.00,0.00,0.00,,
1984-05-26,31.00,16.00,0.00,0.00,,
1984-05-27,30.50,15.00,0.01,0.00,,
1984-05-28,25.00,15.00,0.01,0.00,,
1984-05-29,24.00,17.00,0.34,0.00,,Heavy rain
1984-05-30,18.00,10.00,0.14,0.00,,
1984-05-31,20.00,1.00,0.01,0.00,,
1984-06-01,23.50,5.00,0.01,0.00,,
1984-06-02,27.00,6.00,0.00,0.00,,
1984-06-03,28.00,13.00,0.00,0.00,,
1984-06-04,28.00,8.00,0.00,0.00,,
1984-06-05,30.00,9.00,0.00,0.00,,
1984-06-06,33.00,16.00,0.00,0.00,,
1984-06-07,34.50,15.00,0.03,0.00,,
1984-06-08,35.00,17.00,0.00,0.00,,
1984-06-09,35.00,17.00,0.00,0.00,,
1984-06-10,35.00,19.00,0.00,0.00,,
1984-06-11,35.00,19.50,0.00,0.00,,
1984-06-12,33.00,17.50,0.00,0.00,,
1984-06-13,35.50,19.00,0.00,0.00,,Hail around 5-6 p.m. and Thunderstorm
1984-06-14,35.00,20.00,0.46,0.00,,Readings taken at 11:15 a.m.
1984-06-15,26.50,15.00,0.00,0.00,,
1984-06-16,21.00,15.00,0.00,0.00,,
1984-06-17,31.00,14.00,0.01,0.00,,
1984-06-18,34.50,16.50,0.02,0.00,,Thunderstorms around 4 p.m. and 12 p.m.
1984-06-19,32.00,19.00,0.54,0.00,,
1984-06-20,28.50,13.00,0.00,0.00,,
1984-06-21,29.00,12.00,0.00,0.00,,
1984-06-22,27.00,13.00,0.00,0.00,,
1984-06-23,28.00,15.00,0.05,0.00,,
1984-06-24,27.50,18.00,0.01,0.00,,
1984-06-25,28.00,13.50,0.52,0.00,,
1984-06-26,28.00,10.50,0.03,0.00,,
1984-06-27,33.00,9.00,0.00,0.00,,
1984-06-28,31.00,17.00,0.00,0.00,,
1984-06-29,29.00,17.50,0.00,0.00,,
1984-06-30,26.50,18.00,0.04,0.00,,
1984-07-01,28.50,19.00,1.65,0.00,,
1984-07-02,30.00,16.00,0.01,0.00,,
1984-07-03,31.00,16.00,0.00,0.00,,
1984-07-04,32.00,16.00,0.00,0.00,,
1984-07-05,32.00,21.50,0.00,0.00,,
1984-07-06,30.00,19.00,0.00,0.00,,
1984-07-07,29.00,14.50,0.90,0.00,,
1984-07-08,25.00,9.00,0.01,0.00,,
1984-07-09,28.00,11.00,0.00,0.00,,
1984-07-10,31.00,13.50,0.44,0.00,,Thunderstorm
1984-07-11,35.00,18.00,0.04,0.00,,Thunderstorm
1984-07-12,31.00,19.50,0.22,0.00,,
1984-07-13,32.00,14.00,0.00,0.00,,
1984-07-14,33.00,15.00,0.00,0.00,,
1984-07-15,32.50,16.00,0.07,0.00,,
1984-07-16,33.50,22.00,0.07,0.00,,
1984-07-17,31.00,16.00,0.00,0.00,,
1984-07-18,30.50,9.00,1.00,0.00,,
1984-07-19,27.50,14.00,0.01,0.00,,
1984-07-20,29.50,13.00,0.00,0.00,,Readings taken at 11:00 a.m.
1984-07-21,25.50,10.00,0.92,0.00,,Thunderstorm
1984-07-22,31.00,9.00,0.05,0.00,,
1984-07-23,31.00,19.00,0.26,0.00,,
1984-07-24,32.00,20.00,0.00,0.00,,
1984-07-25,28.00,8.00,0.01,0.00,,Readings taken at 11:00 a.m.
1984-07-26,27.00,9.00,0.01,0.00,,
1984-07-27,21.50,11.00,0.28,0.00,,
1984-07-28,25.00,13.00,0.01,0.00,,
1984-07-29,25.00,14.00,0.00,0.00,,
1984-07-30,22.00,16.00,0.00,0.00,,
1984-07-31,30.00,13.00,0.00,0.00,,
1984-08-01,32.00,17.00,0.00,0.00,,
1984-08-02,32.00,21.00,0.66,0.00,,
1984-08-03,31.00,25.00,1.05,0.00,,
1984-08-04,30.50,19.00,0.05,0.00,,
1984-08-05,30.00,20.00,0.01,0.00,,
1984-08-06,31.00,17.00,0.00,0.00,,
1984-08-07,32.00,19.00,0.02,0.00,,
1984-08-08,32.50,19.00,0.00,0.00,,
1984-08-09,33.00,20.00,0.00,0.00,,
1984-08-10,31.00,20.00,0.26,0.00,,
1984-08-11,26.50,20.50,2.05,0.00,,
1984-08-12,27.00,21.00,0.28,0.00,,
1984-08-13,29.50,25.00,0.03,0.00,,
1984-08-14,29.00,21.00,0.72,0.00,,
1984-08-15,30.00,17.00,0.18,0.00,,
1984-08-16,32.00,16.00,0.01,0.00,,
1984-08-17,31.50,17.00,0.00,0.00,,
1984-08-18,28.50,16.00,0.00,0.00,,
1984-08-19,29.50,18.00,0.00,0.00,,
1984-08-20,25.50,12.50,0.00,0.00,,
1984-08-21,27.00,9.00,0.00,0.00,,
1984-08-22,30.00,12.50,0.00,0.00,,
1984-08-23,33.50,15.00,0.82,0.00,,
1984-08-24,26.00,12.00,0.01,0.00,,
1984-08-25,26.50,9.00,0.00,0.00,,
1984-08-26,28.00,9.00,0.00,0.00,,
1984-08-27,30.00,11.00,0.00,0.00,,
1984-08-28,30.50,15.00,0.00,0.00,,
1984-08-29,30.50,16.50,0.68,0.00,,
1984-08-30,33.00,17.00,0.01,0.00,,
1984-08-31,28.00,17.00,0.00,0.00,,
1984-09-01,26.00,10.50,0.00,0.00,,
1984-09-02,33.00,13.00,0.00,0.00,,
1984-09-03,32.50,17.00,0.00,0.00,,
1984-09-04,22.50,17.00,0.38,0.00,,Readings taken at 1:00 p.m.
1984-09-05,23.00,7.00,0.01,0.00,,
1984-09-06,23.00,7.50,0.02,0.00,,
1984-09-07,23.50,4.00,0.00,0.00,,
1984-09-08,24.00,6.50,0.00,0.00,,
1984-09-09,26.00,11.00,0.00,0.00,,Readings taken at 11:30 a.m.
1984-09-10,28.00,18.00,0.00,0.00,,Readings taken at 11:00 a.m.
1984-09-11,30.00,13.00,0.00,0.00,,
1984-09-12,27.00,12.00,0.00,0.00,,
1984-09-13,29.00,12.50,0.00,0.00,,
1984-09-14,30.50,12.00,0.00,0.00,,
1984-09-15,22.00,15.00,0.00,0.00,,
1984-09-16,20.00,0.00,0.00,0.00,,
1984-09-17,21.00,1.00,0.00,0.00,,
1984-09-18,22.00,6.00,0.00,0.00,,
1984-09-19,27.00,2.00,0.00,0.00,,
1984-09-20,30.00,8.00,0.00,0.00,,
1984-09-21,27.50,11.00,0.00,0.00,,
1984-09-22,28.00,12.00,0.00,0.00,,
1984-09-23,31.00,11.00,0.00,0.00,,
1984-09-24,32.50,17.00,0.00,0.00,,
1984-09-25,30.50,17.50,0.01,0.00,,
1984-09-26,21.00,14.00,0.01,0.00,,
1984-09-27,13.50,0.00,0.00,0.00,,
1984-09-28,11.50,5.00,0.66,0.00,,
1984-09-29,15.00,5.00,0.11,0.00,,
1984-09-30,18.00,4.00,0.02,0.00,,
1984-10-01,14.00,9.00,1.35,0.00,,
1984-10-02,17.50,5.50,0.10,0.00,,
1984-10-03,22.00,3.00,0.02,0.00,,
1984-10-04,23.50,2.00,0.00,0.00,,
1984-10-05,22.00,7.50,0.00,0.00,,
1984-10-06,17.00,5.00,0.00,0.00,,
1984-10-07,18.50,7.00,0.00,0.00,,
1984-10-08,20.50,11.00,0.04,0.00,,
1984-10-09,23.00,13.00,0.02,0.00,,Heavy fog
1984-10-10,25.00,11.00,0.01,0.00,,Heavy fog
1984-10-11,23.00,10.00,0.01,0.00,,Heavy fog
1984-10-12,23.00,10.00,0.00,0.00,,Heavy fog
1984-10-13,24.50,4.00,0.00,0.00,,
1984-10-14,25.00,2.00,0.01,0.00,,
1984-10-15,22.00,2.00,0.70,0.00,,
1984-10-16,22.50,12.00,0.01,0.00,,
1984-10-17,21.50,14.00,0.05,0.00,,
1984-10-18,27.00,11.00,0.01,0.00,,
1984-10-19,28.00,12.00,0.06,0.00,,
1984-10-20,23.50,15.00,0.01,0.00,,
1984-10-21,29.50,12.00,0.01,0.00,,
1984-10-22,26.00,16.00,0.21,0.00,,
1984-10-23,17.50,15.50,0.54,0.00,,
1984-10-24,14.50,10.00,0.03,0.00,,
1984-10-25,20.00,10.50,0.01,0.00,,
1984-10-26,29.50,11.50,0.00,0.00,,
1984-10-27,29.50,12.00,0.00,0.00,,
1984-10-28,31.00,12.00,0.60,0.00,,
1984-10-29,26.50,16.00,0.01,0.00,,
1984-10-30,22.00,8.00,0.00,0.00,,
1984-10-31,24.00,7.00,0.00,0.00,,
1984-11-01,19.00,7.00,0.03,0.00,,
1984-11-02,12.50,10.50,0.01,0.00,,
1984-11-03,11.00,-4.00,0.00,0.00,,
1984-11-04,15.00,-1.00,0.50,0.00,,
1984-11-05,32.00,9.00,0.05,0.00,,
1984-11-06,13.50,3.00,0.01,0.00,,
1984-11-07,12.00,-1.00,0.00,0.00,,
1984-11-08,11.50,-5.50,0.00,0.00,,
1984-11-09,16.00,-2.00,0.01,0.00,,
1984-11-10,20.50,2.50,0.03,0.00,,
1984-11-11,14.00,11.00,0.01,0.00,,
1984-11-12,7.50,-2.00,0.00,0.00,,
1984-11-13,10.00,0.00,0.00,0.00,,
1984-11-14,14.00,-7.00,0.00,0.00,,
1984-11-15,17.00,-5.00,0.00,0.00,,
1984-11-16,16.00,2.50,0.00,0.00,,
1984-11-17,11.00,-7.00,0.00,0.00,,
1984-11-18,8.00,-3.00,0.58,0.00,,
1984-11-19,4.50,0.00,0.02,0.00,,
1984-11-20,3.50,-6.00,0.00,0.00,,
1984-11-21,5.50,-6.00,0.00,0.00,,
1984-11-22,7.00,-10.00,0.00,0.00,,
1984-11-23,13.00,-8.50,0.00,0.00,,
1984-11-24,16.00,-7.00,0.00,0.00,,
1984-11-25,18.00,-1.00,0.00,0.00,,
1984-11-26,18.00,-6.00,0.00,0.00,,
1984-11-27,19.00,-4.50,0.05,0.00,,
1984-11-28,17.50,7.00,1.85,0.00,,
1984-11-29,14.00,10.00,0.03,0.00,,
1984-11-30,13.50,-6.00,0.01,0.00,,
1984-12-01,14.00,-7.00,0.00,0.00,,
1984-12-02,13.00,-5.00,0.03,0.00,,
1984-12-03,14.50,4.00,0.00,0.00,,
1984-12-04,6.50,-6.00,0.00,0.00,,
1984-12-05,4.00,-1.00,0.60,0.25,,1/4 inch  snow, freezing rain, sleet
1984-12-06,3.00,-1.00,0.00,0.00,,
1984-12-07,3.50,-5.00,0.00,0.00,,
1984-12-08,10.50,-7.50,0.00,0.00,,
1984-12-09,9.50,-1.00,0.00,0.00,,
1984-12-10,10.00,-4.00,0.00,0.00,,
1984-12-11,11.00,-3.00,0.00,0.00,,
1984-12-12,17.50,-3.00,0.01,0.00,,Readings taken at 1:30 p.m., Heavy a.m. fog
1984-12-13,24.00,-1.00,0.01,0.00,,
1984-12-14,14.00,9.50,0.00,0.00,,
1984-12-15,20.50,-7.00,0.00,0.00,,
1984-12-16,20.00,6.00,0.00,0.00,,
1984-12-17,24.50,3.00,0.00,0.00,,
1984-12-18,19.50,5.50,0.13,0.00,,
1984-12-19,15.00,4.50,0.01,0.00,,
1984-12-20,13.00,-1.50,0.16,0.00,,
1984-12-21,17.00,2.00,0.09,0.00,,
1984-12-22,18.00,2.00,0.01,0.00,,
1984-12-23,11.00,-4.00,0.00,0.00,,Readings taken at 9:00 a.m.
1984-12-24,12.00,-5.00,0.04,0.00,,
1984-12-25,9.00,-2.00,0.01,0.00,,
1984-12-26,9.00,-9.00,0.01,0.00,,
1984-12-27,19.00,-2.00,0.00,0.00,,
1984-12-28,22.00,1.50,0.00,0.00,,
1984-12-29,26.00,8.00,0.07,0.00,,
1984-12-30,11.00,9.00,0.03,0.00,,
1984-12-31,17.00,3.50,0.02,0.00,,
1985-01-01,21.00,4.00,0.02,0.00,,
1985-01-02,8.00,5.00,0.40,0.00,,Readings taken at 11:30 a.m.
1985-01-03,7.00,-1.00,0.11,0.00,,1/8 inch  sleet
1985-01-04,2.00,2.00,0.40,0.00,,Freezing rain
1985-01-05,4.00,-2.00,0.38,2.00,,
1985-01-06,9.00,-5.00,0.00,0.00,,
1985-01-07,8.00,-3.00,0.00,0.00,,
1985-01-08,4.00,1.00,0.00,0.00,,
1985-01-09,0.00,-9.00,0.00,0.00,,
1985-01-10,-2.00,-7.00,0.05,0.50,,
1985-01-11,0.00,-5.00,0.00,1.00,,
1985-01-12,1.00,-15.00,0.00,0.00,,High winds
1985-01-13,7.00,-7.00,0.00,0.00,,
1985-01-14,10.00,-7.00,0.00,0.00,,
1985-01-15,-2.00,-3.00,0.00,0.00,,
1985-01-16,1.00,-14.00,0.00,0.00,,
1985-01-17,-1.00,-8.00,0.13,1.50,,
1985-01-18,2.00,-4.00,0.00,0.00,,Snow flurries
1985-01-19,4.00,-4.00,0.02,0.00,,Readings taken at 9:00 a.m.
1985-01-20,-14.00,-17.00,0.00,0.00,,
1985-01-21,-3.00,-23.00,0.00,0.00,,
1985-01-22,0.00,-15.00,0.00,0.00,,
1985-01-23,4.00,-11.00,0.00,0.00,,
1985-01-24,5.00,-8.00,0.00,0.00,,Readings taken at 11:00 a.m.
1985-01-25,6.00,-1.00,0.02,0.50,,Snow squall, Thunder
1985-01-26,-0.50,-9.00,0.00,0.00,,
1985-01-27,4.50,12.00,0.00,0.00,,
1985-01-28,4.00,-7.00,0.00,0.00,,
1985-01-29,3.00,-6.00,0.00,0.00,,
1985-01-30,4.00,-13.00,0.00,0.00,,
1985-01-31,5.00,-4.00,0.20,2.50,,Snow changed to rain at mid morning
1985-02-01,2.00,0.00,0.64,0.00,,
1985-02-02,-0.50,-2.00,0.60,1.00,,
1985-02-03,-1.50,-10.00,0.04,0.01,,
1985-02-04,1.00,-15.50,0.00,0.00,,
1985-02-05,0.00,-11.00,0.00,0.00,,
1985-02-06,5.00,-4.00,0.14,0.00,,Sleet
1985-02-07,2.00,-6.00,0.00,0.00,,
1985-02-08,-4.00,-12.00,0.00,0.00,,
1985-02-09,0.00,-14.00,0.00,0.00,,
1985-02-10,5.50,-10.00,0.00,0.00,,
1985-02-11,9.00,-6.50,0.00,0.00,,
1985-02-12,10.00,-2.00,2.25,0.00,,
1985-02-13,15.00,-2.00,0.15,0.00,,
1985-02-14,5.00,-6.00,0.00,0.00,,
1985-02-15,2.50,-8.00,0.02,0.00,,
1985-02-16,4.00,-11.00,0.00,0.00,,
1985-02-17,10.00,-6.00,0.00,0.00,,
1985-02-18,11.00,-4.00,0.00,0.00,,
1985-02-19,11.00,2.00,0.00,0.00,,
1985-02-20,11.00,-7.00,0.00,0.00,,
1985-02-21,15.00,-7.00,0.00,0.00,,
1985-02-22,19.00,5.00,0.00,0.00,,
1985-02-23,24.00,5.00,0.00,0.00,,
1985-02-24,28.00,8.00,0.00,0.00,,
1985-02-25,13.00,8.00,0.00,0.00,,
1985-02-26,17.00,5.00,0.07,0.00,,
1985-02-27,13.00,0.00,0.00,0.00,,
1985-02-28,12.00,-6.00,0.01,0.00,,
1985-03-01,15.00,-6.00,0.00,0.00,,
1985-03-02,17.00,1.00,0.00,0.00,,Readings taken at 8:30 a.m.
1985-03-03,12.00,-4.00,0.00,0.00,,Readings taken at 9:30 a.m.
1985-03-04,17.00,2.00,0.00,0.00,,
1985-03-05,18.00,1.00,0.00,0.00,,
1985-03-06,6.00,-11.00,0.00,0.00,,
1985-03-07,17.00,-8.00,0.00,0.00,,Readings taken at 11:00 a.m.
1985-03-08,20.00,3.00,0.00,0.00,,
1985-03-09,17.00,4.00,0.00,0.00,,
1985-03-10,17.50,-2.00,0.00,0.00,,
1985-03-11,15.00,-1.50,0.00,0.00,,Readings taken at 9:30 a.m.
1985-03-12,12.50,6.00,0.12,0.00,,High winds (Min. temp. taken from a diff. thermom.
1985-03-13,18.00,2.00,0.00,0.00,,(Min. temp. taken from a diff. thermom.
1985-03-14,14.50,7.00,0.00,0.00,,
1985-03-15,11.50,1.00,0.00,0.00,,
1985-03-16,15.00,-5.00,0.00,0.00,,Readings taken at 11:30 a.m.
1985-03-17,10.50,4.00,0.00,0.00,,
1985-03-18,6.50,-5.50,0.00,0.00,,
1985-03-19,17.50,-10.00,0.00,0.00,,
1985-03-20,19.00,4.00,0.00,0.00,,
1985-03-21,9.00,-3.00,0.01,0.00,,
1985-03-22,3.00,0.00,0.07,0.00,,
1985-03-23,5.50,0.00,1.05,0.00,,
1985-03-24,7.50,2.00,0.62,0.00,,
1985-03-25,11.00,1.50,0.19,0.00,,
1985-03-26,20.00,-5.00,0.02,0.00,,
1985-03-27,25.00,-1.00,0.00,0.00,,
1985-03-28,28.50,9.00,0.00,0.00,,
1985-03-29,26.00,13.00,0.03,0.00,,
1985-03-30,11.50,9.00,0.15,0.00,,
1985-03-31,9.00,5.00,0.02,0.00,,
1985-04-01,15.00,3.00,0.15,0.00,,
1985-04-02,10.50,0.00,0.01,0.00,,
1985-04-03,17.00,-3.00,0.01,0.00,,
1985-04-04,24.50,0.00,0.00,0.00,,
1985-04-05,28.50,4.00,0.00,0.00,,
1985-04-06,17.50,11.00,0.00,0.00,,Readings taken at 9:00 a.m.
1985-04-07,14.50,1.00,0.00,0.00,,
1985-04-08,10.00,-4.00,0.00,0.00,,
1985-04-09,5.50,-4.00,0.01,0.50,,Snow depth measured at 8:00 a.m.
1985-04-10,16.00,-10.00,0.00,0.00,,
1985-04-11,19.00,0.00,0.01,0.00,,
1985-04-12,24.00,0.00,0.00,0.00,,
1985-04-13,25.00,6.00,0.00,0.00,,
1985-04-14,22.50,10.00,0.00,0.00,,
1985-04-15,19.50,12.00,0.00,0.00,,Readings taken at 11:30 a.m.
1985-04-16,24.00,8.00,0.03,0.00,,
1985-04-17,21.00,5.00,0.02,0.00,,
1985-04-18,30.00,0.00,0.00,0.00,,
1985-04-19,32.00,4.00,0.00,0.00,,
1985-04-20,32.00,10.00,0.00,0.00,,
1985-04-21,32.50,10.00,0.00,0.00,,Readings taken at 9:30 a.m.
1985-04-22,33.50,10.00,0.00,0.00,,
1985-04-23,29.00,12.00,0.00,0.00,,
1985-04-24,20.50,12.00,0.00,0.00,,
1985-04-25,26.00,11.00,0.09,0.00,,
1985-04-26,30.00,12.00,0.00,0.00,,
1985-04-27,28.50,11.00,0.00,0.00,,
1985-04-28,24.00,13.00,0.02,0.00,,
1985-04-29,22.50,3.00,0.00,0.00,,
1985-04-30,29.00,2.00,0.00,0.00,,
1985-05-01,31.00,8.00,0.00,0.00,,
1985-05-02,16.00,12.00,0.00,0.00,,
1985-05-03,18.00,2.00,0.86,0.00,,Readings taken at noon
1985-05-04,22.50,-0.50,0.01,0.00,,
1985-05-05,28.00,7.00,0.00,0.00,,
1985-05-06,28.00,10.00,0.00,0.00,,
1985-05-07,20.00,13.00,0.00,0.00,,
1985-05-08,26.00,4.00,0.00,0.00,,
1985-05-09,26.00,4.00,0.00,0.00,,
1985-05-10,29.00,9.00,0.00,0.00,,
1985-05-11,30.50,12.00,0.00,0.00,,
1985-05-12,29.00,16.00,0.00,0.00,,
1985-05-13,31.50,10.50,0.52,0.00,,
1985-05-14,29.00,11.00,0.01,0.00,,
1985-05-15,20.00,14.00,0.01,0.00,,
1985-05-16,21.00,15.00,0.16,0.00,,
1985-05-17,19.00,12.00,0.76,0.00,,
1985-05-18,19.00,9.00,0.24,0.00,,
1985-05-19,25.00,4.00,0.02,0.00,,
1985-05-20,29.50,6.50,0.00,0.00,,Readings taken at 9:30 a.m.
1985-05-21,28.00,16.50,0.00,0.00,,
1985-05-22,23.00,13.00,0.00,0.00,,
1985-05-23,17.00,12.00,1.10,0.00,,
1985-05-24,22.00,11.00,0.13,0.00,,
1985-05-25,27.00,9.00,0.01,0.00,,
1985-05-26,30.00,10.00,0.00,0.00,,
1985-05-27,31.00,11.00,0.00,0.00,,
1985-05-28,28.00,15.00,0.00,0.00,,
1985-05-29,20.00,8.00,0.44,0.00,,readings taken at 9:30 a.m.
1985-05-30,23.00,11.00,0.01,0.00,,
1985-05-31,27.00,15.00,1.35,0.00,,
1985-06-01,28.50,18.00,0.10,0.00,,
1985-06-02,29.50,12.00,0.01,0.00,,
1985-06-03,29.50,13.00,0.00,0.00,,
1985-06-04,25.50,17.00,0.00,0.00,,
1985-06-05,26.50,18.00,0.05,0.00,,Readings taken at 11:00 a.m.
1985-06-06,27.00,16.00,0.33,0.00,,
1985-06-07,21.50,11.00,0.01,0.00,,
1985-06-08,29.00,15.00,0.36,0.00,,
1985-06-09,30.00,15.00,0.01,0.00,,
1985-06-10,32.00,19.00,0.00,0.00,,
1985-06-11,28.50,14.00,0.00,0.00,,
1985-06-12,25.50,20.00,0.18,0.00,,
1985-06-13,20.00,11.00,0.01,0.00,,
1985-06-14,24.50,5.00,0.00,0.00,,
1985-06-15,24.00,8.00,0.00,0.00,,Readings taken at 9:30 a.m.
1985-06-16,28.00,15.00,0.02,0.00,,
1985-06-17,31.00,15.00,0.02,0.00,,
1985-06-18,28.00,17.00,0.04,0.00,,
1985-06-19,26.00,14.00,0.00,0.00,,
1985-06-20,25.00,11.00,0.01,0.00,,
1985-06-21,27.00,8.00,0.16,0.00,,
1985-06-22,30.00,11.00,0.01,0.00,,
1985-06-23,31.00,15.00,0.01,0.00,,
1985-06-24,33.00,16.00,0.40,0.00,,
1985-06-25,30.00,11.50,0.01,0.00,,
1985-06-26,25.50,10.00,0.00,0.00,,
1985-06-27,25.50,6.00,0.00,0.00,,
1985-06-28,27.50,9.00,0.01,0.00,,
1985-06-29,29.50,11.00,0.00,0.00,,
1985-06-30,28.50,12.00,0.00,0.00,,
1985-07-01,24.00,17.00,0.05,0.00,,
1985-07-02,27.00,15.00,0.01,0.00,,
1985-07-03,29.50,1.20,0.76,0.00,,
1985-07-04,30.00,15.00,0.02,0.00,,
1985-07-05,31.00,14.50,0.00,0.00,,
1985-07-06,28.00,19.00,0.00,0.00,,
1985-07-07,29.00,15.00,0.12,0.00,,
